GeoCode,BuildingType,NumberOfFloors,YearBuilt,BuildingCount
7209,MultiDwelling,Unknown,Unknown,1
7209,NonResidential,1Floor,Unknown,0
7209,NonResidential,2Floors,Unknown,0
7209,NonResidential,3Floors,Unknown,0
7209,NonResidential,4Floors,Unknown,1
7209,NonResidential,5Floors,Unknown,0
7209,NonResidential,6Floors,Unknown,0
7209,NonResidential,7Floors,Unknown,0
7209,NonResidential,8Floors,Unknown,0
7209,NonResidential,9Floors,Unknown,0
7209,NonResidential,10Floors,Unknown,0
7209,NonResidential,11to12Floors,Unknown,0
7209,NonResidential,13PlusFloors,Unknown,0
7209,NonResidential,Unknown,Unknown,9
7210,SingleFamily,1Floor,1919andBefore,371
7210,SingleFamily,2Floors,1919andBefore,116
7210,SingleFamily,3Floors,1919andBefore,6
7210,SingleFamily,4Floors,1919andBefore,0
7210,SingleFamily,5Floors,1919andBefore,0
7210,SingleFamily,6Floors,1919andBefore,0
7210,SingleFamily,7Floors,1919andBefore,0
7210,SingleFamily,8Floors,1919andBefore,0
7210,SingleFamily,9Floors,1919andBefore,0
7210,SingleFamily,10Floors,1919andBefore,0
7210,SingleFamily,11to12Floors,1919andBefore,0
7210,SingleFamily,13PlusFloors,1919andBefore,0
7210,SingleFamily,Unknown,1919andBefore,25
7210,MultiDwelling,1Floor,1919andBefore,0
7210,MultiDwelling,2Floors,1919andBefore,8
7210,MultiDwelling,3Floors,1919andBefore,1
7210,MultiDwelling,4Floors,1919andBefore,0
7210,MultiDwelling,5Floors,1919andBefore,0
7210,MultiDwelling,6Floors,1919andBefore,0
7210,MultiDwelling,7Floors,1919andBefore,0
7210,MultiDwelling,8Floors,1919andBefore,0
7210,MultiDwelling,9Floors,1919andBefore,0
7210,MultiDwelling,10Floors,1919andBefore,0
7210,MultiDwelling,11to12Floors,1919andBefore,0
7210,MultiDwelling,13PlusFloors,1919andBefore,0
7210,MultiDwelling,Unknown,1919andBefore,0
7210,NonResidential,1Floor,1919andBefore,3
7210,NonResidential,2Floors,1919andBefore,6
7210,NonResidential,3Floors,1919andBefore,3
7210,NonResidential,4Floors,1919andBefore,2
7210,NonResidential,5Floors,1919andBefore,0
7210,NonResidential,6Floors,1919andBefore,0
7210,NonResidential,7Floors,1919andBefore,0
7210,NonResidential,8Floors,1919andBefore,1
7210,NonResidential,9Floors,1919andBefore,0
7210,NonResidential,10Floors,1919andBefore,0
7210,NonResidential,11to12Floors,1919andBefore,0
7210,NonResidential,13PlusFloors,1919andBefore,0
7210,NonResidential,Unknown,1919andBefore,0
7210,SingleFamily,1Floor,1920to1945,492
7210,SingleFamily,2Floors,1920to1945,562
7210,SingleFamily,3Floors,1920to1945,17
7210,SingleFamily,4Floors,1920to1945,0
7210,SingleFamily,5Floors,1920to1945,0
7210,SingleFamily,6Floors,1920to1945,0
7210,SingleFamily,7Floors,1920to1945,0
7210,SingleFamily,8Floors,1920to1945,0
7210,SingleFamily,9Floors,1920to1945,0
7210,SingleFamily,10Floors,1920to1945,0
7210,SingleFamily,11to12Floors,1920to1945,0
7210,SingleFamily,13PlusFloors,1920to1945,0
7210,SingleFamily,Unknown,1920to1945,33
7210,MultiDwelling,1Floor,1920to1945,1
7210,MultiDwelling,2Floors,1920to1945,5
7210,MultiDwelling,3Floors,1920to1945,22
7210,MultiDwelling,4Floors,1920to1945,8
7210,MultiDwelling,5Floors,1920to1945,0
7210,MultiDwelling,6Floors,1920to1945,0
7210,MultiDwelling,7Floors,1920to1945,0
7210,MultiDwelling,8Floors,1920to1945,0
7210,MultiDwelling,9Floors,1920to1945,0
7210,MultiDwelling,10Floors,1920to1945,0
7210,MultiDwelling,11to12Floors,1920to1945,0
7210,MultiDwelling,13PlusFloors,1920to1945,0
7210,MultiDwelling,Unknown,1920to1945,0
7210,NonResidential,1Floor,1920to1945,1
7210,NonResidential,2Floors,1920to1945,3
7210,NonResidential,3Floors,1920to1945,3
7210,NonResidential,4Floors,1920to1945,2
7210,NonResidential,5Floors,1920to1945,0
7210,NonResidential,6Floors,1920to1945,0
7210,NonResidential,7Floors,1920to1945,0
7210,NonResidential,8Floors,1920to1945,0
7210,NonResidential,9Floors,1920to1945,0
7210,NonResidential,10Floors,1920to1945,0
7210,NonResidential,11to12Floors,1920to1945,0
7210,NonResidential,13PlusFloors,1920to1945,1
7210,NonResidential,Unknown,1920to1945,0
7210,SingleFamily,1Floor,1946to1960,269
7210,SingleFamily,2Floors,1946to1960,440
7210,SingleFamily,3Floors,1946to1960,8
7210,SingleFamily,4Floors,1946to1960,0
7210,SingleFamily,5Floors,1946to1960,0
7210,SingleFamily,6Floors,1946to1960,0
7210,SingleFamily,7Floors,1946to1960,0
7210,SingleFamily,8Floors,1946to1960,0
7210,SingleFamily,9Floors,1946to1960,0
7210,SingleFamily,10Floors,1946to1960,0
7210,SingleFamily,11to12Floors,1946to1960,0
7210,SingleFamily,13PlusFloors,1946to1960,0
7210,SingleFamily,Unknown,1946to1960,24
7210,MultiDwelling,1Floor,1946to1960,2
7210,MultiDwelling,2Floors,1946to1960,20
7210,MultiDwelling,3Floors,1946to1960,38
7210,MultiDwelling,4Floors,1946to1960,30
7210,MultiDwelling,5Floors,1946to1960,0
7210,MultiDwelling,6Floors,1946to1960,0
7210,MultiDwelling,7Floors,1946to1960,0
7210,MultiDwelling,8Floors,1946to1960,0
7210,MultiDwelling,9Floors,1946to1960,0
7210,MultiDwelling,10Floors,1946to1960,0
7210,MultiDwelling,11to12Floors,1946to1960,0
7210,MultiDwelling,13PlusFloors,1946to1960,0
7210,MultiDwelling,Unknown,1946to1960,0
7210,NonResidential,1Floor,1946to1960,0
7210,NonResidential,2Floors,1946to1960,3
7210,NonResidential,3Floors,1946to1960,0
7210,NonResidential,4Floors,1946to1960,0
7210,NonResidential,5Floors,1946to1960,0
7210,NonResidential,6Floors,1946to1960,0
7210,NonResidential,7Floors,1946to1960,0
7210,NonResidential,8Floors,1946to1960,0
7210,NonResidential,9Floors,1946to1960,0
7210,NonResidential,10Floors,1946to1960,0
7210,NonResidential,11to12Floors,1946to1960,1
7210,NonResidential,13PlusFloors,1946to1960,0
7210,NonResidential,Unknown,1946to1960,0
7210,SingleFamily,1Floor,1961to1970,218
7210,SingleFamily,2Floors,1961to1970,705
7210,SingleFamily,3Floors,1961to1970,8
7210,SingleFamily,4Floors,1961to1970,0
7210,SingleFamily,5Floors,1961to1970,0
7210,SingleFamily,6Floors,1961to1970,0
7210,SingleFamily,7Floors,1961to1970,0
7210,SingleFamily,8Floors,1961to1970,0
7210,SingleFamily,9Floors,1961to1970,0
7210,SingleFamily,10Floors,1961to1970,0
7210,SingleFamily,11to12Floors,1961to1970,0
7210,SingleFamily,13PlusFloors,1961to1970,0
7210,SingleFamily,Unknown,1961to1970,19
7210,MultiDwelling,1Floor,1961to1970,1
7210,MultiDwelling,2Floors,1961to1970,15
7210,MultiDwelling,3Floors,1961to1970,18
7210,MultiDwelling,4Floors,1961to1970,34
7210,MultiDwelling,5Floors,1961to1970,59
7210,MultiDwelling,6Floors,1961to1970,0
7210,MultiDwelling,7Floors,1961to1970,0
7210,MultiDwelling,8Floors,1961to1970,7
7210,MultiDwelling,9Floors,1961to1970,5
7210,MultiDwelling,10Floors,1961to1970,3
7210,MultiDwelling,11to12Floors,1961to1970,0
7210,MultiDwelling,13PlusFloors,1961to1970,1
7210,MultiDwelling,Unknown,1961to1970,2
7210,NonResidential,1Floor,1961to1970,2
7210,NonResidential,2Floors,1961to1970,6
7210,NonResidential,3Floors,1961to1970,1
7210,NonResidential,4Floors,1961to1970,1
7210,NonResidential,5Floors,1961to1970,0
7210,NonResidential,6Floors,1961to1970,0
7210,NonResidential,7Floors,1961to1970,1
7210,NonResidential,8Floors,1961to1970,0
7210,NonResidential,9Floors,1961to1970,0
7210,NonResidential,10Floors,1961to1970,0
7210,NonResidential,11to12Floors,1961to1970,0
7210,NonResidential,13PlusFloors,1961to1970,0
7210,NonResidential,Unknown,1961to1970,0
7210,SingleFamily,1Floor,1971to1980,219
7210,SingleFamily,2Floors,1971to1980,864
7210,SingleFamily,3Floors,1971to1980,20
7210,SingleFamily,4Floors,1971to1980,0
7210,SingleFamily,5Floors,1971to1980,0
7210,SingleFamily,6Floors,1971to1980,0
7210,SingleFamily,7Floors,1971to1980,0
7210,SingleFamily,8Floors,1971to1980,0
7210,SingleFamily,9Floors,1971to1980,0
7210,SingleFamily,10Floors,1971to1980,0
7210,SingleFamily,11to12Floors,1971to1980,0
7210,SingleFamily,13PlusFloors,1971to1980,0
7210,SingleFamily,Unknown,1971to1980,24
7210,MultiDwelling,1Floor,1971to1980,2
7210,MultiDwelling,2Floors,1971to1980,23
7210,MultiDwelling,3Floors,1971to1980,20
7210,MultiDwelling,4Floors,1971to1980,36
7210,MultiDwelling,5Floors,1971to1980,17
7210,MultiDwelling,6Floors,1971to1980,3
7210,MultiDwelling,7Floors,1971to1980,2
7210,MultiDwelling,8Floors,1971to1980,34
7210,MultiDwelling,9Floors,1971to1980,0
7210,MultiDwelling,10Floors,1971to1980,0
7210,MultiDwelling,11to12Floors,1971to1980,0
7210,MultiDwelling,13PlusFloors,1971to1980,0
7210,MultiDwelling,Unknown,1971to1980,4
7210,NonResidential,1Floor,1971to1980,3
7210,NonResidential,2Floors,1971to1980,4
7210,NonResidential,3Floors,1971to1980,2
7210,NonResidential,4Floors,1971to1980,0
7210,NonResidential,5Floors,1971to1980,0
7210,NonResidential,6Floors,1971to1980,0
7210,NonResidential,7Floors,1971to1980,0
7210,NonResidential,8Floors,1971to1980,0
7210,NonResidential,9Floors,1971to1980,0
7210,NonResidential,10Floors,1971to1980,0
7210,NonResidential,11to12Floors,1971to1980,0
7210,NonResidential,13PlusFloors,1971to1980,0
7210,NonResidential,Unknown,1971to1980,1
7210,SingleFamily,1Floor,1981to1990,167
7210,SingleFamily,2Floors,1981to1990,615
7210,SingleFamily,3Floors,1981to1990,22
7210,SingleFamily,4Floors,1981to1990,0
7210,SingleFamily,5Floors,1981to1990,0
7210,SingleFamily,6Floors,1981to1990,0
7210,SingleFamily,7Floors,1981to1990,0
7210,SingleFamily,8Floors,1981to1990,0
7210,SingleFamily,9Floors,1981to1990,0
7210,SingleFamily,10Floors,1981to1990,0
7210,SingleFamily,11to12Floors,1981to1990,0
7210,SingleFamily,13PlusFloors,1981to1990,0
7210,SingleFamily,Unknown,1981to1990,12
7210,MultiDwelling,1Floor,1981to1990,2
7210,MultiDwelling,2Floors,1981to1990,6
7210,MultiDwelling,3Floors,1981to1990,7
7210,MultiDwelling,4Floors,1981to1990,34
7210,MultiDwelling,5Floors,1981to1990,6
7210,MultiDwelling,6Floors,1981to1990,8
7210,MultiDwelling,7Floors,1981to1990,1
7210,MultiDwelling,8Floors,1981to1990,32
7210,MultiDwelling,9Floors,1981to1990,0
7210,MultiDwelling,10Floors,1981to1990,0
7210,MultiDwelling,11to12Floors,1981to1990,0
7210,MultiDwelling,13PlusFloors,1981to1990,0
7210,MultiDwelling,Unknown,1981to1990,0
7210,NonResidential,1Floor,1981to1990,3
7210,NonResidential,2Floors,1981to1990,2
7210,NonResidential,3Floors,1981to1990,1
7210,NonResidential,4Floors,1981to1990,0
7210,NonResidential,5Floors,1981to1990,0
7210,NonResidential,6Floors,1981to1990,0
7210,NonResidential,7Floors,1981to1990,0
7210,NonResidential,8Floors,1981to1990,0
7210,NonResidential,9Floors,1981to1990,0
7210,NonResidential,10Floors,1981to1990,0
7210,NonResidential,11to12Floors,1981to1990,0
7210,NonResidential,13PlusFloors,1981to1990,0
7210,NonResidential,Unknown,1981to1990,0
7210,SingleFamily,1Floor,1991to2000,204
7210,SingleFamily,2Floors,1991to2000,527
7210,SingleFamily,3Floors,1991to2000,25
7210,SingleFamily,4Floors,1991to2000,0
7210,SingleFamily,5Floors,1991to2000,0
7210,SingleFamily,6Floors,1991to2000,0
7210,SingleFamily,7Floors,1991to2000,0
7210,SingleFamily,8Floors,1991to2000,0
7210,SingleFamily,9Floors,1991to2000,0
7210,SingleFamily,10Floors,1991to2000,0
7210,SingleFamily,11to12Floors,1991to2000,0
7210,SingleFamily,13PlusFloors,1991to2000,0
7210,SingleFamily,Unknown,1991to2000,17
7210,MultiDwelling,1Floor,1991to2000,0
7210,MultiDwelling,2Floors,1991to2000,5
7210,MultiDwelling,3Floors,1991to2000,12
7210,MultiDwelling,4Floors,1991to2000,1
7210,MultiDwelling,5Floors,1991to2000,2
7210,MultiDwelling,6Floors,1991to2000,0
7210,MultiDwelling,7Floors,1991to2000,0
7210,MultiDwelling,8Floors,1991to2000,0
7210,MultiDwelling,9Floors,1991to2000,1
7210,MultiDwelling,10Floors,1991to2000,0
7210,MultiDwelling,11to12Floors,1991to2000,0
7210,MultiDwelling,13PlusFloors,1991to2000,0
7210,MultiDwelling,Unknown,1991to2000,2
7210,NonResidential,1Floor,1991to2000,1
7210,NonResidential,2Floors,1991to2000,8
7210,NonResidential,3Floors,1991to2000,8
7210,NonResidential,4Floors,1991to2000,3
7210,NonResidential,5Floors,1991to2000,1
7210,NonResidential,6Floors,1991to2000,0
7210,NonResidential,7Floors,1991to2000,0
7210,NonResidential,8Floors,1991to2000,0
7210,NonResidential,9Floors,1991to2000,0
7210,NonResidential,10Floors,1991to2000,0
7210,NonResidential,11to12Floors,1991to2000,0
7210,NonResidential,13PlusFloors,1991to2000,0
7210,NonResidential,Unknown,1991to2000,1
7210,SingleFamily,1Floor,2001to2011,288
7210,SingleFamily,2Floors,2001to2011,597
7210,SingleFamily,3Floors,2001to2011,26
7210,SingleFamily,4Floors,2001to2011,0
7210,SingleFamily,5Floors,2001to2011,0
7210,SingleFamily,6Floors,2001to2011,0
7210,SingleFamily,7Floors,2001to2011,0
7210,SingleFamily,8Floors,2001to2011,0
7210,SingleFamily,9Floors,2001to2011,0
7210,SingleFamily,10Floors,2001to2011,0
7210,SingleFamily,11to12Floors,2001to2011,0
7210,SingleFamily,13PlusFloors,2001to2011,0
7210,SingleFamily,Unknown,2001to2011,31
7210,MultiDwelling,1Floor,2001to2011,1
7210,MultiDwelling,2Floors,2001to2011,6
7210,MultiDwelling,3Floors,2001to2011,7
7210,MultiDwelling,4Floors,2001to2011,2
7210,MultiDwelling,5Floors,2001to2011,2
7210,MultiDwelling,6Floors,2001to2011,0
7210,MultiDwelling,7Floors,2001to2011,0
7210,MultiDwelling,8Floors,2001to2011,1
7210,MultiDwelling,9Floors,2001to2011,0
7210,MultiDwelling,10Floors,2001to2011,0
7210,MultiDwelling,11to12Floors,2001to2011,0
7210,MultiDwelling,13PlusFloors,2001to2011,0
7210,MultiDwelling,Unknown,2001to2011,0
7210,NonResidential,1Floor,2001to2011,0
7210,NonResidential,2Floors,2001to2011,8
7210,NonResidential,3Floors,2001to2011,3
7210,NonResidential,4Floors,2001to2011,1
7210,NonResidential,5Floors,2001to2011,0
7210,NonResidential,6Floors,2001to2011,0
7210,NonResidential,7Floors,2001to2011,0
7210,NonResidential,8Floors,2001to2011,0
7210,NonResidential,9Floors,2001to2011,0
7210,NonResidential,10Floors,2001to2011,0
7210,NonResidential,11to12Floors,2001to2011,0
7210,NonResidential,13PlusFloors,2001to2011,0
7210,NonResidential,Unknown,2001to2011,0
7210,SingleFamily,1Floor,Unknown,5
7210,SingleFamily,2Floors,Unknown,7
7210,SingleFamily,3Floors,Unknown,0
7210,SingleFamily,4Floors,Unknown,0
7210,SingleFamily,5Floors,Unknown,0
7210,SingleFamily,6Floors,Unknown,0
7210,SingleFamily,7Floors,Unknown,0
7210,SingleFamily,8Floors,Unknown,0
7210,SingleFamily,9Floors,Unknown,0
7210,SingleFamily,10Floors,Unknown,0
7210,SingleFamily,11to12Floors,Unknown,0
7210,SingleFamily,13PlusFloors,Unknown,0
7210,SingleFamily,Unknown,Unknown,74
7210,MultiDwelling,1Floor,Unknown,0
7210,MultiDwelling,2Floors,Unknown,0
7210,MultiDwelling,3Floors,Unknown,0
7210,MultiDwelling,4Floors,Unknown,0
7210,MultiDwelling,5Floors,Unknown,1
7210,MultiDwelling,6Floors,Unknown,0
7210,MultiDwelling,7Floors,Unknown,0
7210,MultiDwelling,8Floors,Unknown,0
7210,MultiDwelling,9Floors,Unknown,0
7210,MultiDwelling,10Floors,Unknown,0
7210,MultiDwelling,11to12Floors,Unknown,0
7210,MultiDwelling,13PlusFloors,Unknown,0
7210,MultiDwelling,Unknown,Unknown,6
7210,NonResidential,1Floor,Unknown,0
7210,NonResidential,2Floors,Unknown,0
7210,NonResidential,3Floors,Unknown,0
7210,NonResidential,4Floors,Unknown,0
7210,NonResidential,5Floors,Unknown,0
7210,NonResidential,6Floors,Unknown,0
7210,NonResidential,7Floors,Unknown,0
7210,NonResidential,8Floors,Unknown,0
7210,NonResidential,9Floors,Unknown,0
7210,NonResidential,10Floors,Unknown,0
7210,NonResidential,11to12Floors,Unknown,0
7210,NonResidential,13PlusFloors,Unknown,0
7210,NonResidential,Unknown,Unknown,29
7211,SingleFamily,1Floor,1919andBefore,198
7211,SingleFamily,2Floors,1919andBefore,55
7211,SingleFamily,3Floors,1919andBefore,1
7211,SingleFamily,4Floors,1919andBefore,0
7211,SingleFamily,5Floors,1919andBefore,0
7211,SingleFamily,6Floors,1919andBefore,0
7211,SingleFamily,7Floors,1919andBefore,0
7211,SingleFamily,8Floors,1919andBefore,0
7211,SingleFamily,9Floors,1919andBefore,0
7211,SingleFamily,10Floors,1919andBefore,0
7211,SingleFamily,11to12Floors,1919andBefore,0
7211,SingleFamily,13PlusFloors,1919andBefore,0
7211,SingleFamily,Unknown,1919andBefore,9
7211,MultiDwelling,1Floor,1919andBefore,1
7211,MultiDwelling,2Floors,1919andBefore,3
7211,MultiDwelling,3Floors,1919andBefore,1
7211,MultiDwelling,4Floors,1919andBefore,0
7211,MultiDwelling,5Floors,1919andBefore,0
7211,MultiDwelling,6Floors,1919andBefore,0
7211,MultiDwelling,7Floors,1919andBefore,0
7211,MultiDwelling,8Floors,1919andBefore,0
7211,MultiDwelling,9Floors,1919andBefore,0
7211,MultiDwelling,10Floors,1919andBefore,0
7211,MultiDwelling,11to12Floors,1919andBefore,0
7211,MultiDwelling,13PlusFloors,1919andBefore,0
7211,MultiDwelling,Unknown,1919andBefore,0
7211,NonResidential,1Floor,1919andBefore,2
7211,NonResidential,2Floors,1919andBefore,6
7211,NonResidential,3Floors,1919andBefore,0
7211,NonResidential,4Floors,1919andBefore,0
7211,NonResidential,5Floors,1919andBefore,0
7211,NonResidential,6Floors,1919andBefore,0
7211,NonResidential,7Floors,1919andBefore,0
7211,NonResidential,8Floors,1919andBefore,0
7211,NonResidential,9Floors,1919andBefore,0
7211,NonResidential,10Floors,1919andBefore,0
7211,NonResidential,11to12Floors,1919andBefore,0
7211,NonResidential,13PlusFloors,1919andBefore,0
7211,NonResidential,Unknown,1919andBefore,0
7211,SingleFamily,1Floor,1920to1945,287
7211,SingleFamily,2Floors,1920to1945,232
7211,SingleFamily,3Floors,1920to1945,6
7211,SingleFamily,4Floors,1920to1945,0
7211,SingleFamily,5Floors,1920to1945,0
7211,SingleFamily,6Floors,1920to1945,0
7211,SingleFamily,7Floors,1920to1945,0
7211,SingleFamily,8Floors,1920to1945,0
7211,SingleFamily,9Floors,1920to1945,0
7211,SingleFamily,10Floors,1920to1945,0
7211,SingleFamily,11to12Floors,1920to1945,0
7211,SingleFamily,13PlusFloors,1920to1945,0
7211,SingleFamily,Unknown,1920to1945,19
7211,MultiDwelling,1Floor,1920to1945,0
7211,MultiDwelling,2Floors,1920to1945,0
7211,MultiDwelling,3Floors,1920to1945,1
7211,MultiDwelling,4Floors,1920to1945,0
7211,MultiDwelling,5Floors,1920to1945,0
7211,MultiDwelling,6Floors,1920to1945,0
7211,MultiDwelling,7Floors,1920to1945,0
7211,MultiDwelling,8Floors,1920to1945,0
7211,MultiDwelling,9Floors,1920to1945,0
7211,MultiDwelling,10Floors,1920to1945,0
7211,MultiDwelling,11to12Floors,1920to1945,0
7211,MultiDwelling,13PlusFloors,1920to1945,0
7211,MultiDwelling,Unknown,1920to1945,0
7211,NonResidential,1Floor,1920to1945,1
7211,NonResidential,2Floors,1920to1945,0
7211,NonResidential,3Floors,1920to1945,0
7211,NonResidential,4Floors,1920to1945,0
7211,NonResidential,5Floors,1920to1945,0
7211,NonResidential,6Floors,1920to1945,0
7211,NonResidential,7Floors,1920to1945,0
7211,NonResidential,8Floors,1920to1945,0
7211,NonResidential,9Floors,1920to1945,1
7211,NonResidential,10Floors,1920to1945,0
7211,NonResidential,11to12Floors,1920to1945,0
7211,NonResidential,13PlusFloors,1920to1945,0
7211,NonResidential,Unknown,1920to1945,0
7211,SingleFamily,1Floor,1946to1960,158
7211,SingleFamily,2Floors,1946to1960,263
7211,SingleFamily,3Floors,1946to1960,4
7211,SingleFamily,4Floors,1946to1960,0
7211,SingleFamily,5Floors,1946to1960,0
7211,SingleFamily,6Floors,1946to1960,0
7211,SingleFamily,7Floors,1946to1960,0
7211,SingleFamily,8Floors,1946to1960,0
7211,SingleFamily,9Floors,1946to1960,0
7211,SingleFamily,10Floors,1946to1960,0
7211,SingleFamily,11to12Floors,1946to1960,0
7211,SingleFamily,13PlusFloors,1946to1960,0
7211,SingleFamily,Unknown,1946to1960,14
7211,MultiDwelling,1Floor,1946to1960,0
7211,MultiDwelling,2Floors,1946to1960,8
7211,MultiDwelling,3Floors,1946to1960,4
7211,MultiDwelling,4Floors,1946to1960,0
7211,MultiDwelling,5Floors,1946to1960,0
7211,MultiDwelling,6Floors,1946to1960,0
7211,MultiDwelling,7Floors,1946to1960,0
7211,MultiDwelling,8Floors,1946to1960,0
7211,MultiDwelling,9Floors,1946to1960,0
7211,MultiDwelling,10Floors,1946to1960,0
7211,MultiDwelling,11to12Floors,1946to1960,0
7211,MultiDwelling,13PlusFloors,1946to1960,0
7211,MultiDwelling,Unknown,1946to1960,0
7211,NonResidential,1Floor,1946to1960,0
7211,NonResidential,2Floors,1946to1960,1
7211,NonResidential,3Floors,1946to1960,1
7211,NonResidential,4Floors,1946to1960,1
7211,NonResidential,5Floors,1946to1960,0
7211,NonResidential,6Floors,1946to1960,0
7211,NonResidential,7Floors,1946to1960,0
7211,NonResidential,8Floors,1946to1960,0
7211,NonResidential,9Floors,1946to1960,0
7211,NonResidential,10Floors,1946to1960,0
7211,NonResidential,11to12Floors,1946to1960,0
7211,NonResidential,13PlusFloors,1946to1960,0
7211,NonResidential,Unknown,1946to1960,0
7211,SingleFamily,1Floor,1961to1970,114
7211,SingleFamily,2Floors,1961to1970,323
7211,SingleFamily,3Floors,1961to1970,6
7211,SingleFamily,4Floors,1961to1970,0
7211,SingleFamily,5Floors,1961to1970,0
7211,SingleFamily,6Floors,1961to1970,0
7211,SingleFamily,7Floors,1961to1970,0
7211,SingleFamily,8Floors,1961to1970,0
7211,SingleFamily,9Floors,1961to1970,0
7211,SingleFamily,10Floors,1961to1970,0
7211,SingleFamily,11to12Floors,1961to1970,0
7211,SingleFamily,13PlusFloors,1961to1970,0
7211,SingleFamily,Unknown,1961to1970,8
7211,MultiDwelling,1Floor,1961to1970,0
7211,MultiDwelling,2Floors,1961to1970,4
7211,MultiDwelling,3Floors,1961to1970,10
7211,MultiDwelling,4Floors,1961to1970,0
7211,MultiDwelling,5Floors,1961to1970,0
7211,MultiDwelling,6Floors,1961to1970,0
7211,MultiDwelling,7Floors,1961to1970,0
7211,MultiDwelling,8Floors,1961to1970,2
7211,MultiDwelling,9Floors,1961to1970,0
7211,MultiDwelling,10Floors,1961to1970,0
7211,MultiDwelling,11to12Floors,1961to1970,0
7211,MultiDwelling,13PlusFloors,1961to1970,0
7211,MultiDwelling,Unknown,1961to1970,0
7211,NonResidential,1Floor,1961to1970,0
7211,NonResidential,2Floors,1961to1970,1
7211,NonResidential,3Floors,1961to1970,0
7211,NonResidential,4Floors,1961to1970,1
7211,NonResidential,5Floors,1961to1970,0
7211,NonResidential,6Floors,1961to1970,0
7211,NonResidential,7Floors,1961to1970,0
7211,NonResidential,8Floors,1961to1970,0
7211,NonResidential,9Floors,1961to1970,0
7211,NonResidential,10Floors,1961to1970,0
7211,NonResidential,11to12Floors,1961to1970,0
7211,NonResidential,13PlusFloors,1961to1970,0
7211,NonResidential,Unknown,1961to1970,0
7211,SingleFamily,1Floor,1971to1980,132
7211,SingleFamily,2Floors,1971to1980,498
7211,SingleFamily,3Floors,1971to1980,15
7211,SingleFamily,4Floors,1971to1980,0
7211,SingleFamily,5Floors,1971to1980,0
7211,SingleFamily,6Floors,1971to1980,0
7211,SingleFamily,7Floors,1971to1980,0
7211,SingleFamily,8Floors,1971to1980,0
7211,SingleFamily,9Floors,1971to1980,0
7211,SingleFamily,10Floors,1971to1980,0
7211,SingleFamily,11to12Floors,1971to1980,0
7211,SingleFamily,13PlusFloors,1971to1980,0
7211,SingleFamily,Unknown,1971to1980,13
7211,MultiDwelling,1Floor,1971to1980,0
7211,MultiDwelling,2Floors,1971to1980,2
7211,MultiDwelling,3Floors,1971to1980,13
7211,MultiDwelling,4Floors,1971to1980,5
7211,MultiDwelling,5Floors,1971to1980,7
7211,MultiDwelling,6Floors,1971to1980,2
7211,MultiDwelling,7Floors,1971to1980,0
7211,MultiDwelling,8Floors,1971to1980,1
7211,MultiDwelling,9Floors,1971to1980,0
7211,MultiDwelling,10Floors,1971to1980,0
7211,MultiDwelling,11to12Floors,1971to1980,0
7211,MultiDwelling,13PlusFloors,1971to1980,0
7211,MultiDwelling,Unknown,1971to1980,0
7211,NonResidential,1Floor,1971to1980,0
7211,NonResidential,2Floors,1971to1980,2
7211,NonResidential,3Floors,1971to1980,1
7211,NonResidential,4Floors,1971to1980,0
7211,NonResidential,5Floors,1971to1980,0
7211,NonResidential,6Floors,1971to1980,0
7211,NonResidential,7Floors,1971to1980,0
7211,NonResidential,8Floors,1971to1980,0
7211,NonResidential,9Floors,1971to1980,0
7211,NonResidential,10Floors,1971to1980,0
7211,NonResidential,11to12Floors,1971to1980,0
7211,NonResidential,13PlusFloors,1971to1980,0
7211,NonResidential,Unknown,1971to1980,0
7211,SingleFamily,1Floor,1981to1990,122
7211,SingleFamily,2Floors,1981to1990,430
7211,SingleFamily,3Floors,1981to1990,15
7211,SingleFamily,4Floors,1981to1990,0
7211,SingleFamily,5Floors,1981to1990,0
7211,SingleFamily,6Floors,1981to1990,0
7211,SingleFamily,7Floors,1981to1990,0
7211,SingleFamily,8Floors,1981to1990,0
7211,SingleFamily,9Floors,1981to1990,0
7211,SingleFamily,10Floors,1981to1990,0
7211,SingleFamily,11to12Floors,1981to1990,0
7211,SingleFamily,13PlusFloors,1981to1990,0
7211,SingleFamily,Unknown,1981to1990,6
7211,MultiDwelling,1Floor,1981to1990,0
7211,MultiDwelling,2Floors,1981to1990,3
7211,MultiDwelling,3Floors,1981to1990,1
7211,MultiDwelling,4Floors,1981to1990,4
7211,MultiDwelling,5Floors,1981to1990,15
7211,MultiDwelling,6Floors,1981to1990,0
7211,MultiDwelling,7Floors,1981to1990,0
7211,MultiDwelling,8Floors,1981to1990,0
7211,MultiDwelling,9Floors,1981to1990,0
7211,MultiDwelling,10Floors,1981to1990,0
7211,MultiDwelling,11to12Floors,1981to1990,0
7211,MultiDwelling,13PlusFloors,1981to1990,0
7211,MultiDwelling,Unknown,1981to1990,0
7211,NonResidential,1Floor,1981to1990,0
7211,NonResidential,2Floors,1981to1990,0
7211,NonResidential,3Floors,1981to1990,1
7211,NonResidential,4Floors,1981to1990,1
7211,NonResidential,5Floors,1981to1990,0
7211,NonResidential,6Floors,1981to1990,0
7211,NonResidential,7Floors,1981to1990,0
7211,NonResidential,8Floors,1981to1990,0
7211,NonResidential,9Floors,1981to1990,1
7211,NonResidential,10Floors,1981to1990,0
