AREA,ReturnPeriod,AGG_RES_GU,AGG_RES_BLDG_GU,AGG_RES_CONT_GU,AGG_COM_GU,AGG_Com_Bldg_GU,AGG_Com_Cont_GU,AGG_IND_GU,AGG_Ind_Bldg_GU,AGG_Ind_Cont_GU,AGG_COMTOTAL_GU,AGG_AGR_GU,AGG_AUTO_GU,AGG_TOTAL_GU,AGG_RES_GR,AGG_RES_BLDG_GR,AGG_RES_CONT_GR,AGG_COM_GR,AGG_IND_GR,AGG_COMTOTAL_GR,AGG_AGR_GR,AGG_AUTO_GR,AGG_TOTAL_GR,AGG_RES_INS,AGG_RES_BLDG_INS,AGG_RES_CONT_INS,AGG_COM_INS,AGG_IND_INS,AGG_COMTOTAL_INS,AGG_AGR_INS,AGG_AUTO_INS,AGG_TOTAL_INS
CZE_69,2,1565314.617,984802.1219,581603.423,1591395.479,910408.6117,584281.936,937413.1363,344305.4228,402270.5454,2539333.887,62170.58987,55308.73808,4253867.831,1541488.402,977701.2936,563588.5608,1385235.914,830480.4951,2230730.461,60868.50542,34826.367,3889230.411,0,0,0,0,0,0,0,0,0
CZE_69,5,5594672.676,3509050.797,2075967.791,6036291.394,3427951.44,2199059.706,3692427.554,1366143.449,1611819.722,9923396.621,660801.8428,164528.8066,16545592.01,5514498.098,3486514.763,2029464.275,5317020.401,3312280.254,8963395.6,654749.4688,106909.6877,15383272.37,435397.7159,274632.9265,159661.7714,1849190.657,1163789.088,3022710.955,104071.4502,46389.92231,3639263.631
CZE_69,10,9881767.562,6162730.501,3696950.075,11408510.17,6547873.409,4089205.951,8497221.248,3276833.087,3660363.662,19689313.66,2051019.116,239305.3935,31966873.78,9752694.128,6130519.68,3619288.521,10364385.43,8040903.835,18161810.87,2041545.118,159954.8245,30097238.37,944838.7861,595096.562,349280.807,4678904.818,2829979.962,7597116.3,606587.6058,92782.52527,9389059.832
CZE_69,20,15123231.88,9412143.239,5655980.999,17629891.5,10143542.58,6383097.921,13245954.72,5118339.492,5794025.35,30975295.51,4153314.392,311480.9101,50504270.85,15046229.05,9380239.915,5594955.092,16193491.41,12626463.37,28781283.6,4136977.757,211836.2635,48086111.35,1586851.206,995721.1799,592357.0927,9201691.218,6048317.244,14969854,2200379.235,137631.1044,18939301.91
CZE_69,40,22325741.27,13833309.95,8492738.794,26567807.55,15073908.86,9601100.983,19245005.98,7304477.341,8377738.477,45167894.66,6838389.206,377423.3208,74063864.03,22194012.93,13777760.84,8384153.996,24476781.73,18307663.65,42148615.62,6821271.819,261865.3828,70539726.28,2250901.288,1412963.508,835293.7724,14441102.09,9484403.259,23562630.82,4287344.653,175301.2928,30128233
CZE_69,50,24995817.92,15520453.46,9478941.485,29064605.02,16572445.19,10646166.41,21585990.31,8227336.855,9403381.449,50598766.78,7963002.159,397935.4945,84851036.07,24841185.34,15460695.96,9383428.237,26790791.06,20438433.67,47291712.68,7945014.393,279377.3153,80788996.35,2462627.563,1544353.16,917398.2923,16583329.11,10401027.7,26595763.95,4970451.985,187354.3842,33369437.83
CZE_69,100,37414986.06,23016753.85,14289373.25,42769768.74,24008340.25,15705942.19,40055897.41,15517262,15597976.12,81184452.73,11548959.27,471984.7962,127845992.6,37093165.17,22925575.11,14163679.05,40221977.94,37567206.8,78195199.68,11521147.62,337163.9057,122039439.5,3482368.263,2172983.7,1350970.662,23516148.66,15041265.43,38815617.57,7493457.43,229951.2201,49849386.68
CZE_69,250,64058601.97,39723288.89,24335313.07,69883873.8,39004459.59,26202105.4,67936323.43,27182199.1,28800000.98,140792128.2,16168405.8,584325.9217,219248252,63540010.46,39522798.4,24148047.49,65765082.91,65719691.35,134117632.8,16142724.25,420100.0694,213999606.2,5843730.975,3344667.317,2290820.186,37842559.88,26464684.89,67508717.26,11702260.47,294070.0496,88105803.73
CZE_69,500,80671021.55,50017386.91,30478365.78,86642310.41,48726454.62,32297819.77,104497084.1,42528678,41195535.69,187189669.3,19577088.94,625125.1666,277086171.2,79992912.03,49764671.83,30031382.81,82802952.23,102010415.3,177135875.4,19541873.51,465710.8794,271065854.5,14503106.56,8723425.065,5881899.282,52061046.96,42729623.65,92508044.86,14181122,325997.615,119304151.9
CZE_69,1000,88674434.41,55013159,33661275.4,100150128.3,56101460.9,37230184.34,120850813.4,49451258.96,47629177.86,224925998.6,23144483.36,686670.8534,323580517.1,88340002.62,54869389.36,33470613.26,95797638.93,118577692.9,216533041.8,23104378.17,519923.8449,316163852.7,18559222.5,11060009.71,7486936.789,63694585.67,54408627.34,109060739.2,16757695.79,363946.6939,141891313.2
CZE_69,2500,108183514.1,66830565.04,41352949.1,125835961.3,70156687.67,47204321.25,133511990.2,53831605.56,52240067.01,252252960.5,30083561.06,803378.7861,394191772,107790455.1,66662393.23,41128061.84,117605647.8,128692352.5,241600769.3,30029071.24,618085.7612,380984005.7,21465936.11,12744989.61,8720946.501,84589306.51,68452832.23,154993726.3,21808576.68,432660.0307,200779165.8
CZE_69,5000,123052462.7,76383390.26,46669072.48,138471426.4,77525923.47,51518255.12,133748651.8,54875821.7,53626165.9,270557039.6,30273684.24,834766.5343,424490559.5,122613853.1,76194688.78,46419164.35,129431052,131000276.4,256509717.5,30217975.07,629760.3132,409772978.3,24026344.05,14689827.1,9336516.949,92949502.75,71181788.94,161402335,21915417.74,440832.2177,207692894.9
CZE_69,10000,127697845.2,80534036.16,47163809.01,151831069,86984276.64,54086049.61,160698102.8,65971123.36,60460695.39,312529171.8,33074598.4,926346.2811,466728805.8,127255543.3,80340399.45,46915143.89,141198128.7,154001374.6,295199503.3,33018849.02,693397.523,448726441.4,27167479.84,17027997.39,10139482.45,100639277.2,80104450.35,180743727.5,23955556.68,485378.2682,226903718.6
CZE_70,0,1608006.602,1078754.867,529251.7351,2832268.168,1628091.958,1010281.939,2164354.886,894858.5515,641361.5943,4996623.054,4919.265052,56217.31281,6665766.234,1594153.218,1072289.356,521863.8623,2571094.019,1891679.892,4462773.911,4905.725996,41461.17163,6103294.026,1001071.494,632852.9516,368218.5423,1886665.182,810905.0796,2697570.262,3511.866895,29022.82014,3731176.443
CZE_70,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZE_70,5,2386862.098,1612590.691,770014.5134,2862630.808,1613988.824,1068962.944,1044171.158,371932.0008,459656.6804,3897534.652,1080.922708,110627.859,6416044.217,2359947.484,1600400.005,756366.5075,2585133.317,940554.2644,3511385.15,1057.638783,81103.87418,5958590.994,1551464.492,992444.271,556850.3059,1981924.021,810339.4358,2785424.159,785.428912,56772.71276,4403224.334
CZE_70,10,4191959.063,2841041.462,1349490.927,5072456.629,2864672.001,1890973.982,1843871.226,664157.7356,823502.2975,6931453.568,1951.550695,190873.669,11360088.06,4146351.533,2819750.08,1324997.535,4564212.288,1670068.654,6251964.646,1912.503096,140054.9427,10566930.42,2710881.279,1733577.437,976381.1232,3498132.04,1436051.557,4947071.437,1421.853136,98038.4594,7768263.377
CZE_70,20,5907152.117,3982398.235,1921191.681,7390224.251,4188004.8,2739199.481,2666441.452,964631.0367,1215327.431,10071676.87,2696.200643,262068.3934,16247442.58,5848823.802,3952740.902,1887503.451,6667923.88,2441177.033,9113116.006,2642.533872,194185.0061,15228391.45,3795047.96,2426086.997,1364664.14,5086552.567,2069581.836,7161967.92,1962.223007,135929.5056,11019136.51
CZE_70,40,7813722.389,5282165.152,2550816.619,10309442.64,5877485.196,3780955.548,3727285.16,1330421.123,1695461.648,13952843.83,3557.616535,328391.1202,22452312.75,7730397.574,5243218.142,2508453.064,9362341.688,3402986.253,12689537.96,3485.383518,241590.1409,20977534.47,4982181.48,3190047.488,1792335.783,7076139.915,2873985.41,9906664.41,2585.389724,169113.0987,15058280.25
CZE_70,50,8636171.046,5821568.398,2849265.229,11803896.19,6695383.146,4316200.963,4230618.905,1499820.459,1913523.724,15918541.59,3853.861164,357204.382,25662783.41,8549340.497,5779276.599,2799003.311,10693482.81,3871972.507,14528459.07,3774.412866,264024.3032,23950649.26,5400088.051,3448550.123,1952818.63,8038875.013,3226677.553,11217445.5,2803.548915,184817.0103,16846525.66
CZE_70,100,18326866.11,12408900.3,5985473.014,58177222.7,35082650.26,19124431.3,71536927,31480673.24,15909174.62,129618704.3,373683.605,424895.4134,155715092.6,18230738.39,12367717.72,5930910.374,52672382.34,59874982.7,113192454.3,373435.7602,316178.4304,136047933.1,8929017.541,5697683.207,3238380.878,37031752.33,12312397.07,50170535.01,266904.8759,221324.9025,59069795.08
CZE_70,250,46061756.4,29932200.25,15613815.4,137139900.9,82255341.02,46466532.68,131554313.6,55661213.94,38789999.96,272819663.3,400088.7929,558070.1911,352045607.9,45882674.74,29854491.69,15521932.71,124137467.5,121575291.9,256638742.2,399827.2893,421968.7676,321924918.9,24416200.75,14414750.39,9431759.913,86992439.73,46985314.33,147604945.8,285243.8697,295378.1366,169716616.7
CZE_70,500,71572121.51,46049235.33,25522886.18,189902973.9,105664832.4,66365528.49,220142996.2,95108337.1,57917962.34,393660376,418023.0977,638139.5831,448283835.2,71308764.55,45933507.91,25375256.64,170154447.5,192655881.7,344448329.2,417752.3208,483890.5725,393451628.5,50410436.84,29938584.14,20379760.8,117846842.1,61739920.21,175409869.9,297610.1907,338723.3994,222553918.9
CZE_70,1000,92324203.75,57921621.76,33809909.25,236656725.1,132633351.2,88307964.9,249461469,106136823.9,65020521.14,491336806.6,437129.4328,695731.1446,572318067,91990244.93,57779310.02,33618101.11,219905052,224936758,415667961.9,436862.3941,533148.3797,493280207.4,60232099.69,37003109.26,24719120.78,157653599.6,74522631.69,216226152.4,309052.7175,373203.8603,275115512.2
CZE_70,2500,120949625.9,78515384.51,42434241.36,322199163.3,181987061.1,118422291.7,317983637.3,130883027,81348788.29,577171969.5,455802.9986,837877.3431,699335389.1,120514776,78321684.57,42193091.4,299757187.7,260759038.2,534921052.9,455504.5644,654034.923,656459926.9,78514271.45,47341791.32,31172480.13,214482524,96825328.73,311307852.7,321500.2725,457824.4411,390466538
CZE_70,5000,136025094.4,86671138.67,47342713.68,348028750.5,199004918.8,130542655.8,320442918.6,135172564.8,95893361.35,667172322.6,503296.4557,870741.5169,796558803.9,135532868.4,86457356.73,47080542.05,321453870.8,281914517.9,603368388.8,503027.0797,677157.3157,732141843,91908341.94,54037497.97,34347501.35,228753757.2,112829863.9,341583621.2,353386.6937,474010.1181,424585561.4
CZE_70,10000,144737983.4,97395269.72,49353955.77,388517037.7,223912107,137674406.7,341231338.7,144173131.4,102829425,729748376.4,747905.9776,953883.4517,875859133,144249179.5,97168637.43,49075511.65,358133267.7,299190739.1,657324006.8,747391.1079,744346.1371,802736117,92496151.63,58148650.28,37870843.97,254538992.4,121719175.2,376258167.6,533870.5157,521042.3058,469573722.9
CZE_71,0,215754.7569,140286.7348,75468.02208,474041.9757,270384.7972,173748.0795,320851.425,112643.8799,152296.2258,794893.4008,1541.266711,7349.726251,1019539.151,213892.4234,139449.046,74443.37736,432915.3075,301203.0278,734118.3353,1517.668512,5553.38841,955081.8157,85513.09656,54450.9137,31062.18286,324432.679,233104.7767,557537.4557,1122.580094,3887.371888,648060.5043
CZE_71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZE_71,5,324712.3507,210852.2228,113865.095,687027.8517,394032.7293,250936.9173,359363.4379,126616.4856,163390.9522,1056648.381,2239.733115,14640.91604,1400577.754,321132.5065,209343.9917,111932.7321,621472.7651,324964.9297,958224.0736,2193.974153,11059.54476,1293338.644,121011.5934,76754.15144,43829.50775,475164.2905,274268.1686,759899.1716,1629.203281,7741.681483,890305.8312
CZE_71,10,569175.9247,368605.8626,200347.2996,1214903.449,697706.935,444777.4635,661894.4571,232482.0109,301023.741,1880847.91,4163.673161,25530.71629,2481698.733,562819.6491,365748.7071,196949.9359,1099479.367,600298.9099,1700681.543,4077.062552,19263.52277,2291954.323,211984.6476,135280.6335,77288.75584,840288.168,507758.1484,1349447.322,3029.535837,13484.46594,1580643.953
CZE_71,20,781818.3688,509060.319,276112.8923,1675062.01,962114.5708,616058.7729,915090.0665,321390.7998,416544.2819,2588851.409,5740.514154,34582.97203,3420484.393,773333.8468,505254.6954,271755.71,1515838.677,829631.897,2346941.419,5623.5499,26109.63674,3153539.014,291723.5862,185827.0105,106370.9819,1160074.155,700990.3412,1862792.516,4177.379344,18276.74573,2178070.18
CZE_71,40,1018739.988,661076.3255,359428.291,2155945.636,1235968.111,791216.7849,1143007.275,402846.9109,521550.5636,3312795.669,7340.276113,42895.02246,4383941.531,1008069.139,656349.4286,353358.7076,1952015.85,1042571.192,3001751.097,7189.223305,32438.01466,4058294.968,373624.8022,237563.732,136786.5054,1491589.574,872734.6133,2372387.52,5343.492577,22706.61033,2772793.23
CZE_71,50,1100152.224,712814.5716,384637.1701,2350283.223,1352462.736,852481.6004,1224918.114,431535.4913,554917.37,3606058.586,7705.845663,45605.95901,4799504.667,1088513.682,707738.188,378318.5952,2132638.775,1112141.849,3270331.594,7552.523868,34577.41206,4451972.806,396696.762,253205.4935,143097.7245,1620905.148,935113.9547,2565756.555,5611.350787,24204.18862,2992694.775
CZE_71,100,1507097.078,970303.7044,547963.4547,2820269.216,1620797.755,1024990.499,1455990.749,519059.5582,664063.1373,4300459.39,9082.566254,53770.072,5849928.958,1499996.331,963406.7833,539011.9737,2573145.524,1326895.52,3919428.987,8905.107739,40599.26385,5439932.676,472257.3744,299141.1765,171144.5317,1951336.217,1117565.987,3037560.474,6618.504554,28419.48407,3548476.362
CZE_71,250,2468491.052,1591380.995,915714.5099,4262247.811,2394343.074,1583925.477,2378022.309,894739.4192,1137619.157,6513027.296,12839.49432,66976.74063,8721487.982,2458540.545,1586865.645,908761.0764,3916913.179,2251270.137,6093429.921,12576.74791,51057.43241,8135461.692,666900.2195,427882.3089,242201.0849,2937049.229,1698902.401,4621964.224,9340.984105,35740.20292,5230521.973
CZE_71,500,12061442.28,8036684.373,4024757.912,29478624.32,15761532.47,11842473.63,46938509.77,16026804.75,24704451.14,76417134.1,109089.3079,84914.20542,84143787.63,12023262.04,8019128.574,4004133.464,27969223.4,46284752.8,74253976.2,108825.7569,66120.66473,81935368.58,6643948.597,4244115.9,2411592.68,20314023.78,32331273.45,52645297.23,79573.31251,46284.46567,55643971.38
CZE_71,1000,20826940.78,13838685.99,6992206.703,52248039.1,29684044.66,19300267.56,56167154.61,19841021.59,28519987.12,109369383.3,157565.4755,104524.8313,130111677.7,20759099.45,13809781.95,6954520.506,48817832.09,55353121,105084364.7,157265.0898,83024.73895,125729287.1,10094486.23,6452197.085,3647417.862,34761388.59,38048597.53,73785376.29,115372.4972,58117.31756,83921199.98
CZE_71,2500,23908784.34,15659563.08,8201545.212,60980786.91,34357856.77,22377598.83,64957213.94,23514692.04,32035699.63,125816198.6,166990.6796,131434.7538,150819793.7,23832672.5,15625215.05,8162622.89,56923102.81,63838082.59,120562374.8,166714.6751,103768.1819,145553783.1,11639946.82,7479182.975,4302000.729,40603386.58,43438716.81,83959336.74,121644.2047,72637.72833,95828127.42
CZE_71,5000,26667405.37,17676090.79,8991314.575,67760889.7,38206589.2,24758383.48,73599945.1,27273355.96,35266971.72,139246625.6,181871.9552,136510.8615,163593193.8,26586328.35,17638935.71,8947392.644,63156224.47,72316279.79,133442512.2,181540.6947,108885.6282,157697056.3,12698547.38,8119393.875,4579153.507,44983381.73,47455735.9,90838637.85,133092.9154,76219.93981,102779678.7
CZE_71,10000,30935765.91,20591996.92,10343768.98,69925489.62,39888583.18,25106575.08,74467542.01,27541225.04,35774584.92,144393031.6,206484.8292,149036.061,171403432.7,30840195.58,20548039.57,10292156.02,64958940.54,73070873.75,138029814.3,206078.0283,118290.9314,164931106.3,16234262,10384620.68,5849641.324,46191123.87,48294380.33,94485504.2,150812.1138,82803.65161,107411083.6
CZE_72,0,941927.2555,611140.2683,330786.9872,2463602.71,1411907.033,873677.3681,1502969.422,571292.9535,625149.1777,3966572.131,22320.35205,13087.67213,4943907.411,937398.0625,609113.4267,328284.6358,2272750.92,1426883.835,3699634.755,22177.65165,9953.247945,4669163.717,290024.2676,186250.3514,103773.9163,1620919.918,765807.3723,2386727.29,16267.99644,6967.273562,2699986.828
CZE_72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZE_72,5,1489681.969,984046.1322,503311.1213,3930865.794,2253049.269,1392886.578,937851.5551,315308.3093,457993.7457,4700412.609,12590.85256,25361.56292,6297040.394,1480251.894,980528.9079,498173.1499,3622294.537,889567.6816,4353979.146,12319.24616,19206.54746,5939380.791,502314.6928,332206.6974,171010.9959,2593404.61,721855.3055,3186620.855,9148.014574,13444.58307,3726035.997
CZE_72,10,2984975.233,1963375.446,1020500.428,8107116.67,4666650.043,2880119.975,1941966.556,659445.8085,972233.2313,9953927.945,29851.45611,45429.20879,13183293.97,2971312.705,1957168.82,1013213.826,7472985.739,1850214.888,9223499.469,29243.3165,34405.09599,12464208.62,969758.543,634229.8572,332759.6745,5324275.76,1483966.59,6719377.569,21725.92762,24083.56722,7807576.767
CZE_72,20,4824086.859,3157982.758,1688608.27,13173459.19,7502661.443,4662873.175,3280902.371,1109051.577,1668312.337,16784789.15,106213.8095,63540.85471,22395077.87,4801915.544,3147133.322,1676588.433,12086221.34,3142474.423,15535990.21,105672.211,48376.57981,21217334.03,1473369.44,964574.6081,521306.9254,8625099.775,2501695.614,11278985.05,77991.24727,33863.60605,13085251.45
CZE_72,40,7547907.289,4898289.727,2712307.219,20778667.22,11856928.97,7301637.042,16020674.47,5603442.518,7557366.22,34583405.11,190609.3265,83276.82415,42667475.43,7512498.412,4884985.024,2696395.555,19252879.18,15159603.47,32405336.81,189966.5916,63761.40266,40370512.5,2265392.908,1426270.791,838222.899,13527622.94,9024095.614,21603871.47,139572.7608,44632.98133,24295734.25
CZE_72,50,8510036.961,5374094.112,3072600.411,23512262.68,13339314.7,8400030.222,20116182.47,7181242.16,9273278.389,42688797.38,214635.6474,89487.15846,50695782.68,8481060.614,5360916.278,3053911.054,21808035.35,19018415.1,40053012.38,213867.5352,68555.31982,47862010.47,2534338.48,1597667.533,954201.6598,15509510.92,11107036.78,25860471.56,156845.0532,47988.72347,28223516.56
CZE_72,100,11110268.86,7092536.302,4053663.373,30873047.31,17372414.03,10913062.11,32981861.21,12554636.81,14405238.83,64388584.32,565942.1783,104585.2383,75465119.39,11066921.23,7074533.977,4031298.703,28550782.96,31415818.01,60703984.45,565227.3962,80094.12385,71152133.3,3304918.388,2026514.094,1250408.776,20218053.09,16622910.88,36106125.79,410877.537,56065.88629,39607308.59
CZE_72,250,13771829.79,8713965.633,5014382.774,39816611.99,22640984.46,14089156.92,62616254.01,25264686,24747478.45,100203337.2,752372.2564,123389.1858,118037325.4,13722562.62,8692594.59,4985593.637,36855086.32,59754068.86,94711158.38,750759.7985,94817.65899,111805929.7,3946611.515,2474865.994,1494121.138,26034320.45,22906840.56,47223682.49,546032.2188,66372.36151,51637128.71
CZE_72,500,16219970.42,10287176.41,5909747.145,43841421.97,25086674.18,15533962.46,104964569.5,45916524.02,30557169,144326911.6,900731.4661,136393.4375,155129197,16165624.84,10263270.87,5876924.6,40497586.66,99271820.68,135475559.6,899355.5567,107007.4155,145371836.8,4523452.903,2849930.072,1723520.385,28665851.08,25448244.82,52446870.5,648472.879,74905.19106,57065447.27
CZE_72,1000,18349414.84,11637156.27,6712258.562,48282414.15,27615997.09,17111329.47,111027942.1,47151977.2,32183000.02,152264583.9,1025479.668,148427.6136,166007026.3,18287002.85,11609722.86,6677279.996,44806079.37,103959106.4,142803345,1023288.98,117242.4107,155958266.5,5064534.848,3190985.122,1963570.893,31719247.1,27805371.23,58748705.04,738374.5685,82069.68675,63437877.17
CZE_72,2500,20817786.33,13240186.48,7577599.853,56370390.75,31966597.61,20757767.16,121124972.9,51047774.41,33852637.22,166409656.9,1174057.906,163086.2857,179201466,20739509.89,13205816.53,7533693.356,52319482.65,112736563,156673381,1172220.701,126801.2713,168895058.5,6064751.702,3697845.462,2366906.24,37330685.61,31952313.78,69282999.39,847656.2143,88760.89093,74009696.79
CZE_72,5000,22990402.41,14554047.39,8436355.02,61214281.38,34641265.93,21805074.59,137138213.3,56801613.44,38214616.75,181330739.3,1555749.637,178630.821,194696876.7,22909452.18,14518697.59,8390754.594,56878139.48,127656001.9,168153588.5,1553485.105,138294.1011,181461303.6,6899478.84,4221846.613,2677632.227,40449135.63,33300002.16,70849097.79,1121857.275,96805.87171,77283180.51
CZE_72,10000,26617106.98,16713905.91,9903201.071,66270579.2,38746130.92,22205175.16,150311661.5,63281279.07,45461674.36,216582240.7,1699125.223,184754.2946,235332024,26523009.11,16673064.9,9849944.21,61379459.89,141504689.3,202884149.2,1696760.604,143485.2776,221540496.8,7395626.228,4516621.406,2879004.821,42589169.86,42531482.81,85120652.67,1219600.331,100439.6935,90796203.38
CZE_73,0,4834463.703,3077388.745,1757074.958,7133936.232,4081564.418,2562172.579,4125615.159,1538948.72,1805474.719,11259551.39,264953.6467,97338.78468,16456307.53,4802958.967,3063377.2,1739581.767,6522302.346,3799281.202,10321583.55,263571.7601,72182.7144,15460296.99,1212306.676,757435.1698,454871.5063,4740009.478,2651731.788,7391741.265,191283.8731,50497.183,8845828.998
CZE_73,2,18215.38525,11198.77345,7011.004221,9903.100241,5581.020615,3641.711246,1674.028045,575.6021409,654.9540347,11569.207,662.2119018,507.1327187,32157.36292,17850.57722,11117.96387,6705.264277,8271.155003,1462.984389,9724.617396,646.0464973,275.8234,29581.58027,0,0,0,0,0,0,0,0,0
CZE_73,5,7494221.42,4799567.579,2685710.886,10379663.69,5957506.994,3653357.239,6013407.69,2241239.626,2583930.034,16618613.11,350598.7503,191336.2366,24604959.3,7431479.19,4771848.771,2655839.616,9434252.185,5379096.484,15048707.9,348534.6555,141228.4549,22850062.5,1990529.612,1253598.56,737176.3359,6882376.243,4047902.947,10976696.29,251695.1923,98859.91774,13399793.11
CZE_73,10,14681786.53,9373751.87,5310615.108,21715808.81,12551909.4,7676917.664,13282504.72,4952423.649,5770025.603,34537173.32,773804.6626,330185.0784,50351776.19,14568307.24,9328913.36,5254045.036,19847404.71,12182632.92,31680638.64,768976.3185,244766.8139,47064102.57,3562695.829,2244163.68,1320072.092,14375420.26,8658195.875,22924249.5,558688.6966,171336.7688,27051945.92
CZE_73,20,23707283.69,15033954.97,8609803.417,36077956.85,20693117.37,13047832.34,20433200.91,7589297.788,9164117.878,56460539.47,1494871.242,463397.0864,81975108.77,23555776.05,14980168.47,8522745.174,33022724.86,18985482.27,51820678.11,1486481.77,345007.7112,76926939.6,5422341.212,3394620.155,2030426.321,23991859.85,13391180.93,37125436.28,1082609.411,241505.3974,43770293.1
CZE_73,40,33145736.93,20985312.93,12207978.66,51803799.49,29603560.04,18715968.03,28422488.03,10515127.2,12833196.64,79884723.19,2284283.971,600103.7473,115216522.7,32961020.1,20899482.13,12083296.88,47308337.82,26595858.17,73926326.65,2275265.128,446092.273,108716630.5,7374036.364,4597009.488,2784524.881,34146107.45,18566245.98,52610003.97,1654668.57,312264.5922,61671197.19
CZE_73,50,36957283.73,23522188.24,13440780.16,58027131.21,33069914.79,20846155.42,32073796.93,11922087.66,14357288.44,89594542.65,2546960.289,636650.2703,128415861.3,36720698.4,23451740.99,13332720.51,53123610.54,29668249.92,82625744.26,2539925.892,474856.7413,121537136.7,8060438.131,5047317.997,2995177.161,38365399.95,20539570.48,58433274.02,1839676.616,332399.7187,68984965.74
CZE_73,100,48251763.11,30581387.63,17997134.38,76575535.88,43762916.23,27778925.66,40722157.41,15120668.17,18222974.78,115468204.9,3318002.972,740996.4075,165395391.2,48004414.46,30466156.76,17859007.2,70076724.41,38146254.24,107054601.8,3305523.892,551659.7133,156967460.9,10865678.03,6816052.948,4111627.516,50538779.34,25790957.5,75401334.8,2401458.826,386161.7953,88203289.72
CZE_73,250,80128292.19,50325702.52,29802589.68,122686379.6,68926714.97,45169589.72,69564697.09,26075758.53,29851415.55,188784400.3,4169745.732,833783.9849,275762424,79731336.93,50151075.06,29580261.87,113907794.5,66128536.79,177523366,4159237.394,624768.8271,264351640.3,23846467.46,14863486.29,8977118.472,81642474.71,39061197.77,118923791.5,3013480.747,437338.1817,147960580.7
CZE_73,500,106112060.3,68045650.43,39191487.6,159155533.1,89547733.21,58875508,99816512.74,37268236.67,43587990.86,259501549,5056498.886,896155.0124,372121565.4,105600647.8,67866153.82,38967362.71,147598582.1,94860328.79,243825706.3,5041672.546,669675.8745,355790795.8,32661291.85,19452749.92,12973313.67,106020648.9,56544324.09,161331516.5,3647985.573,468773.1148,195907413.6
CZE_73,1000,124253744.7,77672270.71,45414577.29,180887527.5,101475306.3,67352547.77,124308657,47649913.06,51828347.8,303398575.2,5910650.196,1111248.524,429093720.4,123746568.8,77451860.96,45169811.67,167547726.6,118463716,285443993.9,5896738.936,827704.2859,410679001.7,37417918.54,22870813.15,14547105.39,120667565,67988993.29,190890467.5,4279048.79,579392.9967,231375387.3
CZE_73,2500,146129649.8,91809837.84,54319811.96,214166876.7,119461263.7,80175350.49,150065269,56187084.44,65680574.97,360192443.8,7125212.994,1223993.934,512688874.2,145623553.5,91589608.77,54033944.72,199634697.8,143565533.1,338199858.4,7105392.629,921311.0513,489980610.5,47637847.32,28247386.15,19390461.17,143247855.8,82350915.57,216463630.6,5125465.181,644917.7326,270711108.9
CZE_73,5000,177276961.4,110698676.1,66578285.28,269647632.7,149349874.1,102364620.2,174526243.3,67049506.33,72388350.64,419712901.7,7486879.554,1329794.801,608075383.5,176611247,110410212,66201034.96,251338537.7,166483360.2,394904070.8,7466934.515,1017814.709,582266409,53662562.88,32087065.9,21575496.97,181046507.1,89501366.76,270547873.9,5421981.159,712470.3038,325961416.2
CZE_73,10000,188249610.7,121663615.2,66585995.57,288215113.3,163387791.5,104984049.9,234046844.8,90135547.17,98585896.79,522261958.1,9755725.53,1404488.047,717977880.4,187602083.5,121373139,66228944.55,268516171.3,224061834.4,492578005.7,9733276.488,1059398.844,687360387.2,68850330.97,43514677.59,25335653.38,191910520.6,122720553.6,314631074.1,7063224.719,741579.1965,388663348.2
CZE_74,0,8490648.277,5401508.729,3089139.548,10354014.22,5984316.551,3610815.622,5048924.888,1982094.146,2027652.196,15402939.1,369920.9197,81605.149,24345113.45,8454141.26,5385419.951,3068721.309,9513818.545,4572549.558,14086368.1,367492.3745,61420.95249,22969422.69,1377797.399,867124.0209,510673.3782,6795558.236,2943749.897,9739308.132,267992.6179,42994.58946,11428092.74
CZE_74,2,79.0047554,48.2914128,30.13384768,0,0,0,0,0,0,0,0,1.778448306,80.78320483,77.16601892,47.90657019,28.78858016,0,0,0,0,0.877926741,78.04475201,0,0,0,0,0,0,0,0,0
CZE_74,5,13944225.48,8843268.575,5061823.041,17248663.96,10102254.77,5808415.134,6245127.472,2412303.206,2574927.402,23635349.04,426682.7741,160423.1448,38076943.07,13887817.39,8819973.351,5016851.445,15845117.53,5527293.639,21435436.93,422921.6765,119645.3478,35887860.73,2338493.287,1481228.948,850740.3607,11210217.86,4016145.488,15241898.13,308286.0061,83751.74306,18022503.33
CZE_74,10,29548703.83,18740010.55,10827429.39,36504224.04,21196332.02,12653780.39,13663062.23,5242746.045,5761188.768,50325802.55,1125418.632,286351.6425,82194281.44,29429851.06,18686554.03,10754570.25,33527555.09,12463276.71,46121379.81,1118315.583,214480.2538,77481265.57,4734071.142,2995094.624,1739337.558,23927414.33,8820146.537,32801251.19,818181.1333,150136.1777,38707666.55
